chapter_file,chapter_number,chapter_id,global_sentence_id,cross_chapter,source_file_path,sentence_id,sentence_id_numeric,sentence_id_prefixed,sentence_num,first_words,pronoun_text,pronoun_token_idx,pronoun_grammatical_role,pronoun_thematic_role,pronoun_givenness,pronoun_coref_ids,pronoun_coref_base_num,pronoun_coref_occurrence_num,pronoun_coreference_link,pronoun_coref_link_base_num,pronoun_coref_link_occurrence_num,pronoun_coreference_type,pronoun_inanimate_coreference_link,pronoun_inanimate_coref_link_base_num,pronoun_inanimate_coref_link_occurrence_num,pronoun_inanimate_coreference_type,pronoun_most_recent_antecedent_text,pronoun_most_recent_antecedent_distance,pronoun_first_antecedent_text,pronoun_first_antecedent_distance,pronoun_antecedent_choice,num_clause_mates,clause_mate_text,clause_mate_coref_id,clause_mate_coref_base_num,clause_mate_coref_occurrence_num,clause_mate_start_idx,clause_mate_end_idx,clause_mate_grammatical_role,clause_mate_thematic_role,clause_mate_coreference_type,clause_mate_animacy,clause_mate_givenness,clause_mate_grammatical_role_clean,clause_mate_thematic_role_clean,clause_mate_coreference_type_clean,pronoun_coreference_type_clean,pronoun_grammatical_role_clean,pronoun_thematic_role_clean
4.tsv,4,Chapter_4,global_631,False,data\input\gotofiles\later\4.tsv,76,76,sent_76,76,Der_heißt_«Moar»,der,16,Subj,Proto-Ag,bekannt,['60-3'],60.0,,*->60-3,60.0,3.0,D-Pron[60],,,,,Der,15,einen Anführer,27,2,4,mich,108-5,108,5,8,8,dirObj,Proto-Pat,PersPron[108],anim,bekannt,dirObj,Proto-Pat,PersPron,D-Pron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_631,False,data\input\gotofiles\later\4.tsv,76,76,sent_76,76,Der_heißt_«Moar»,der,16,Subj,Proto-Ag,bekannt,['60-3'],60.0,,*->60-3,60.0,3.0,D-Pron[60],,,,,Der,15,einen Anführer,27,2,4,der,60-4,60,4,22,22,Subj,Proto-Ag,D-Pron[60],anim,bekannt,Subj,Proto-Ag,D-Pron,D-Pron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_631,False,data\input\gotofiles\later\4.tsv,76,76,sent_76,76,Der_heißt_«Moar»,der,22,Subj,Proto-Ag,bekannt,['60-4'],60.0,,*->60-4,60.0,4.0,D-Pron[60],,,,,der,6,einen Anführer,33,3,4,Der,60-2,60,2,1,1,Subj,Proto-Ag,D-Pron[60],anim,bekannt,Subj,Proto-Ag,D-Pron,D-Pron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_631,False,data\input\gotofiles\later\4.tsv,76,76,sent_76,76,Der_heißt_«Moar»,der,22,Subj,Proto-Ag,bekannt,['60-4'],60.0,,*->60-4,60.0,4.0,D-Pron[60],,,,,der,6,einen Anführer,33,3,4,frag,140-8,140,8,7,7,Subj,Proto-Ag,zero[140],anim,bekannt,Subj,Proto-Ag,zero,D-Pron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_631,False,data\input\gotofiles\later\4.tsv,76,76,sent_76,76,Der_heißt_«Moar»,der,22,Subj,Proto-Ag,bekannt,['60-4'],60.0,,*->60-4,60.0,4.0,D-Pron[60],,,,,der,6,einen Anführer,33,3,4,mich,108-5,108,5,8,8,dirObj,Proto-Pat,PersPron[108],anim,bekannt,dirObj,Proto-Pat,PersPron,D-Pron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_631,False,data\input\gotofiles\later\4.tsv,76,76,sent_76,76,Der_heißt_«Moar»,der,22,Subj,Proto-Ag,bekannt,['60-4'],60.0,,*->60-4,60.0,4.0,D-Pron[60],,,,,der,6,einen Anführer,33,3,4,der,60-3,60,3,16,16,Subj,Proto-Ag,D-Pron[60],anim,bekannt,Subj,Proto-Ag,D-Pron,D-Pron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_633,False,data\input\gotofiles\later\4.tsv,78,78,sent_78,78,Jetzt_wer_der,das,15,Subj,Proto-Ag,neu,['23-1'],23.0,,*->23-1,23.0,1.0,D-Pron[23],,,,,_,_,_,_,0,2,wer,17-1,17,1,3,3,Subj,Proto-Ag,IndefPron[17],anim,neu,Subj,Proto-Ag,IndefPron,D-Pron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_633,False,data\input\gotofiles\later\4.tsv,78,78,sent_78,78,Jetzt_wer_der,das,15,Subj,Proto-Ag,neu,['23-1'],23.0,,*->23-1,23.0,1.0,D-Pron[23],,,,,_,_,_,_,0,2,der,60-6,60,6,25,25,Subj,Proto-Ag,D-Pron[60],anim,bekannt,Subj,Proto-Ag,D-Pron,D-Pron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_633,False,data\input\gotofiles\later\4.tsv,78,78,sent_78,78,Jetzt_wer_der,der,25,Subj,Proto-Ag,bekannt,['60-6'],60.0,,*->60-6,60.0,6.0,D-Pron[60],,,,,der Moar,30,einen Anführer,92,5,2,wer,17-1,17,1,3,3,Subj,Proto-Ag,IndefPron[17],anim,neu,Subj,Proto-Ag,IndefPron,D-Pron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_633,False,data\input\gotofiles\later\4.tsv,78,78,sent_78,78,Jetzt_wer_der,der,25,Subj,Proto-Ag,bekannt,['60-6'],60.0,,*->60-6,60.0,6.0,D-Pron[60],,,,,der Moar,30,einen Anführer,92,5,2,das,23-1,23,1,15,15,Subj,Proto-Ag,D-Pron[23],anim,neu,Subj,Proto-Ag,D-Pron,D-Pron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_636,False,data\input\gotofiles\later\4.tsv,81,81,sent_81,81,Wenn_heute_irgendwo,das,25,Subj,Proto-Ag,neu,['201-1'],,,,,,,*->201-1,201.0,1.0,D-Pron[201],_,_,_,_,0,4,ein paar Pensionisten und ein paar andere,52-1,52,1,6,12,Subj[83],Proto-Ag[83],koordNP[52]|Quant[83],anim,neu,Subj,Proto-Ag,koordNP|Quant,,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_636,False,data\input\gotofiles\later\4.tsv,81,81,sent_81,81,Wenn_heute_irgendwo,das,25,Subj,Proto-Ag,neu,['201-1'],,,,,,,*->201-1,201.0,1.0,D-Pron[201],_,_,_,_,0,4,die,4-2,4,2,14,14,Subj,Proto-Ag,RelPron[4],anim,bekannt,Subj,Proto-Ag,RelPron,,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_636,False,data\input\gotofiles\later\4.tsv,81,81,sent_81,81,Wenn_heute_irgendwo,das,25,Subj,Proto-Ag,neu,['201-1'],,,,,,,*->201-1,201.0,1.0,D-Pron[201],_,_,_,_,0,4,einer Meisterschaft,196-1,196,1,30,31,Oblique[84],*[84],indefNP[196],inanim,neu,Oblique,*,indefNP,,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_636,False,data\input\gotofiles\later\4.tsv,81,81,sent_81,81,Wenn_heute_irgendwo,das,25,Subj,Proto-Ag,neu,['201-1'],,,,,,,*->201-1,201.0,1.0,D-Pron[201],_,_,_,_,0,4,soundso viele Spieler,48-1,48,1,40,42,Subj[85],Proto-Ag[85],indefNP[48],anim,neu,Subj,Proto-Ag,indefNP,,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_642,False,data\input\gotofiles\later\4.tsv,87,87,sent_87,87,Aber_was_nützt,er,10,Subj,Proto-Ag,neu,['8-1'],8.0,,*->8-1,8.0,1.0,PersPron[8],,,,,_,_,_,_,0,1,jeder,56-1,56,1,7,7,Subj,Proto-Ag,IndefPron[56],anim,neu,Subj,Proto-Ag,IndefPron,PersPron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_644,False,data\input\gotofiles\later\4.tsv,89,89,sent_89,89,Er_hat_schmutzige,Er,1,Subj,Proto-Ag,bekannt,['25-3'],25.0,,*->25-3,25.0,3.0,PersPron[25],,,,,den,7,"ein kleiner , ausgemergelter Matm",13,2,3,schmutzige Gummistiefel,218-1,218,1,3,4,dirObj[94],Proto-Pat[94],defNP[218],inanim,neu,dirObj,Proto-Pat,defNP,PersPron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_644,False,data\input\gotofiles\later\4.tsv,89,89,sent_89,89,Er_hat_schmutzige,Er,1,Subj,Proto-Ag,bekannt,['25-3'],25.0,,*->25-3,25.0,3.0,PersPron[25],,,,,den,7,"ein kleiner , ausgemergelter Matm",13,2,3,einen alten Filzhut,182-1,182,1,7,9,dirObj[95],Proto-Pat[95],indefNP[182],inanim,neu,dirObj,Proto-Pat,indefNP,PersPron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_644,False,data\input\gotofiles\later\4.tsv,89,89,sent_89,89,Er_hat_schmutzige,Er,1,Subj,Proto-Ag,bekannt,['25-3'],25.0,,*->25-3,25.0,3.0,PersPron[25],,,,,den,7,"ein kleiner , ausgemergelter Matm",13,2,3,am Kopf,170-1,170,1,10,11,Oblique[96],*[96],defNP[170],inanim,neu,Oblique,*,defNP,PersPron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_645,False,data\input\gotofiles\later\4.tsv,90,90,sent_90,90,Das_ist_der,Das,1,Subj,Proto-Ag,bekannt,['25-4'],25.0,,*->25-4,25.0,4.0,D-Pron[25],,,,,Er,12,"ein kleiner , ausgemergelter Matm",25,3,1,der Gschwentner - Bauer,25-5,25,5,3,6,Subj[97],Proto-Ag[97],defNP[25],anim,bekannt,Subj,Proto-Ag,defNP,D-Pron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_646,False,data\input\gotofiles\later\4.tsv,91,91,sent_91,91,Und_der_den,der,2,Subj,Proto-Ag,bekannt,['75-2'],75.0,,*->75-2,75.0,2.0,D-Pron[75],,,,,Du,39,Du,39,1,6,den,75-3,75,3,4,4,dirObj,Proto-Pat,RelPron[75],anim,bekannt,dirObj,Proto-Pat,RelPron,D-Pron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_646,False,data\input\gotofiles\later\4.tsv,91,91,sent_91,91,Und_der_den,der,2,Subj,Proto-Ag,bekannt,['75-2'],75.0,,*->75-2,75.0,2.0,D-Pron[75],,,,,Du,39,Du,39,1,6,er,25-6,25,6,5,5,Subj,Proto-Ag,PersPron[25],anim,bekannt,Subj,Proto-Ag,PersPron,D-Pron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_646,False,data\input\gotofiles\later\4.tsv,91,91,sent_91,91,Und_der_den,der,2,Subj,Proto-Ag,bekannt,['75-2'],75.0,,*->75-2,75.0,2.0,D-Pron[75],,,,,Du,39,Du,39,1,6,das,75-4,75,4,9,9,Subj,Proto-Ag,RelPron[75],anim,bekannt,Subj,Proto-Ag,RelPron,D-Pron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_646,False,data\input\gotofiles\later\4.tsv,91,91,sent_91,91,Und_der_den,der,2,Subj,Proto-Ag,bekannt,['75-2'],75.0,,*->75-2,75.0,2.0,D-Pron[75],,,,,Du,39,Du,39,1,6,der Fux Andi,75-5,75,5,11,13,Subj[98],Proto-Ag[98],defNP[75],anim,bekannt,Subj,Proto-Ag,defNP,D-Pron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_646,False,data\input\gotofiles\later\4.tsv,91,91,sent_91,91,Und_der_den,der,2,Subj,Proto-Ag,bekannt,['75-2'],75.0,,*->75-2,75.0,2.0,D-Pron[75],,,,,Du,39,Du,39,1,6,der,75-6,75,6,15,15,Subj,Proto-Ag,D-Pron[75],anim,bekannt,Subj,Proto-Ag,D-Pron,D-Pron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_646,False,data\input\gotofiles\later\4.tsv,91,91,sent_91,91,Und_der_den,der,2,Subj,Proto-Ag,bekannt,['75-2'],75.0,,*->75-2,75.0,2.0,D-Pron[75],,,,,Du,39,Du,39,1,6,hat,75-7,75,7,24,24,Subj,Proto-Ag,zero[75],anim,bekannt,Subj,Proto-Ag,zero,D-Pron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_646,False,data\input\gotofiles\later\4.tsv,91,91,sent_91,91,Und_der_den,er,5,Subj,Proto-Ag,bekannt,['25-6'],25.0,,*->25-6,25.0,6.0,PersPron[25],,,,,der Gschwentner - Bauer,10,"ein kleiner , ausgemergelter Matm",37,5,6,der,75-2,75,2,2,2,Subj,Proto-Ag,D-Pron[75],anim,bekannt,Subj,Proto-Ag,D-Pron,PersPron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_646,False,data\input\gotofiles\later\4.tsv,91,91,sent_91,91,Und_der_den,er,5,Subj,Proto-Ag,bekannt,['25-6'],25.0,,*->25-6,25.0,6.0,PersPron[25],,,,,der Gschwentner - Bauer,10,"ein kleiner , ausgemergelter Matm",37,5,6,den,75-3,75,3,4,4,dirObj,Proto-Pat,RelPron[75],anim,bekannt,dirObj,Proto-Pat,RelPron,PersPron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_646,False,data\input\gotofiles\later\4.tsv,91,91,sent_91,91,Und_der_den,er,5,Subj,Proto-Ag,bekannt,['25-6'],25.0,,*->25-6,25.0,6.0,PersPron[25],,,,,der Gschwentner - Bauer,10,"ein kleiner , ausgemergelter Matm",37,5,6,das,75-4,75,4,9,9,Subj,Proto-Ag,RelPron[75],anim,bekannt,Subj,Proto-Ag,RelPron,PersPron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_646,False,data\input\gotofiles\later\4.tsv,91,91,sent_91,91,Und_der_den,er,5,Subj,Proto-Ag,bekannt,['25-6'],25.0,,*->25-6,25.0,6.0,PersPron[25],,,,,der Gschwentner - Bauer,10,"ein kleiner , ausgemergelter Matm",37,5,6,der Fux Andi,75-5,75,5,11,13,Subj[98],Proto-Ag[98],defNP[75],anim,bekannt,Subj,Proto-Ag,defNP,PersPron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_646,False,data\input\gotofiles\later\4.tsv,91,91,sent_91,91,Und_der_den,er,5,Subj,Proto-Ag,bekannt,['25-6'],25.0,,*->25-6,25.0,6.0,PersPron[25],,,,,der Gschwentner - Bauer,10,"ein kleiner , ausgemergelter Matm",37,5,6,der,75-6,75,6,15,15,Subj,Proto-Ag,D-Pron[75],anim,bekannt,Subj,Proto-Ag,D-Pron,PersPron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_646,False,data\input\gotofiles\later\4.tsv,91,91,sent_91,91,Und_der_den,er,5,Subj,Proto-Ag,bekannt,['25-6'],25.0,,*->25-6,25.0,6.0,PersPron[25],,,,,der Gschwentner - Bauer,10,"ein kleiner , ausgemergelter Matm",37,5,6,hat,75-7,75,7,24,24,Subj,Proto-Ag,zero[75],anim,bekannt,Subj,Proto-Ag,zero,PersPron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_646,False,data\input\gotofiles\later\4.tsv,91,91,sent_91,91,Und_der_den,der,15,Subj,Proto-Ag,bekannt,['75-6'],75.0,,*->75-6,75.0,6.0,D-Pron[75],,,,,der Fux Andi,4,Du,52,5,6,der,75-2,75,2,2,2,Subj,Proto-Ag,D-Pron[75],anim,bekannt,Subj,Proto-Ag,D-Pron,D-Pron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_646,False,data\input\gotofiles\later\4.tsv,91,91,sent_91,91,Und_der_den,der,15,Subj,Proto-Ag,bekannt,['75-6'],75.0,,*->75-6,75.0,6.0,D-Pron[75],,,,,der Fux Andi,4,Du,52,5,6,den,75-3,75,3,4,4,dirObj,Proto-Pat,RelPron[75],anim,bekannt,dirObj,Proto-Pat,RelPron,D-Pron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_646,False,data\input\gotofiles\later\4.tsv,91,91,sent_91,91,Und_der_den,der,15,Subj,Proto-Ag,bekannt,['75-6'],75.0,,*->75-6,75.0,6.0,D-Pron[75],,,,,der Fux Andi,4,Du,52,5,6,er,25-6,25,6,5,5,Subj,Proto-Ag,PersPron[25],anim,bekannt,Subj,Proto-Ag,PersPron,D-Pron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_646,False,data\input\gotofiles\later\4.tsv,91,91,sent_91,91,Und_der_den,der,15,Subj,Proto-Ag,bekannt,['75-6'],75.0,,*->75-6,75.0,6.0,D-Pron[75],,,,,der Fux Andi,4,Du,52,5,6,das,75-4,75,4,9,9,Subj,Proto-Ag,RelPron[75],anim,bekannt,Subj,Proto-Ag,RelPron,D-Pron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_646,False,data\input\gotofiles\later\4.tsv,91,91,sent_91,91,Und_der_den,der,15,Subj,Proto-Ag,bekannt,['75-6'],75.0,,*->75-6,75.0,6.0,D-Pron[75],,,,,der Fux Andi,4,Du,52,5,6,der Fux Andi,75-5,75,5,11,13,Subj[98],Proto-Ag[98],defNP[75],anim,bekannt,Subj,Proto-Ag,defNP,D-Pron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_646,False,data\input\gotofiles\later\4.tsv,91,91,sent_91,91,Und_der_den,der,15,Subj,Proto-Ag,bekannt,['75-6'],75.0,,*->75-6,75.0,6.0,D-Pron[75],,,,,der Fux Andi,4,Du,52,5,6,hat,75-7,75,7,24,24,Subj,Proto-Ag,zero[75],anim,bekannt,Subj,Proto-Ag,zero,D-Pron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_651,False,data\input\gotofiles\later\4.tsv,96,96,sent_96,96,Aber_der_ist,der,2,Subj,Proto-Ag,bekannt,['25-10'],25.0,,*->25-10,25.0,10.0,D-Pron[25],,,,,der Gschwentner - Bauer,14,"ein kleiner , ausgemergelter Matm",115,9,1,du,140-10,140,10,15,15,Subj,Proto-Ag,PersPron[140],anim,bekannt,Subj,Proto-Ag,PersPron,D-Pron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_652,False,data\input\gotofiles\later\4.tsv,97,97,sent_97,97,Und_das_ist,dem,4,Oblique,*,bekannt,['25-11'],25.0,,*->25-11,25.0,11.0,D-Pron[25],,,,,der,19,"ein kleiner , ausgemergelter Matm",134,10,2,sein,25-12,25,12,5,5,_,_,PossPron[25],anim,bekannt,_,_,PossPron,D-Pron,Oblique,*
4.tsv,4,Chapter_4,global_652,False,data\input\gotofiles\later\4.tsv,97,97,sent_97,97,Und_das_ist,dem,4,Oblique,*,bekannt,['25-11'],25.0,,*->25-11,25.0,11.0,D-Pron[25],,,,,der,19,"ein kleiner , ausgemergelter Matm",134,10,2,der Andi,75-11,75,11,10,11,Subj[102],Proto-Ag[102],EN[75],anim,bekannt,Subj,Proto-Ag,EN,D-Pron,Oblique,*
4.tsv,4,Chapter_4,global_653,False,data\input\gotofiles\later\4.tsv,98,98,sent_98,98,Daß_der_um,der,2,Subj,Proto-Ag,bekannt,['25-13'],25.0,,*->25-13,25.0,13.0,D-Pron[25],,,,,sein,11,"ein kleiner , ausgemergelter Matm",146,12,1,einen Fünfer,214-1,214,1,4,5,dirObj[103],Proto-Pat[103],indefNP[214],inanim,neu,dirObj,Proto-Pat,indefNP,D-Pron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_654,False,data\input\gotofiles\later\4.tsv,99,99,sent_99,99,Der_Brenner_hat,er,7,Subj,Proto-Ag,bekannt,['26-40'],26.0,,*->26-40,26.0,40.0,PersPron[26],,,,,Der Brenner,6,sich,1767,39,7,Der Brenner,26-39,26,39,1,2,Subj[104],Proto-Ag[104],EN[26],anim,bekannt,Subj,Proto-Ag,EN,PersPron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_654,False,data\input\gotofiles\later\4.tsv,99,99,sent_99,99,Der_Brenner_hat,er,7,Subj,Proto-Ag,bekannt,['26-40'],26.0,,*->26-40,26.0,40.0,PersPron[26],,,,,Der Brenner,6,sich,1767,39,7,ihm,26-41,26,41,13,13,indirObj,Proto-Ag,PersPron[26],anim,bekannt,indirObj,Proto-Ag,PersPron,PersPron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_654,False,data\input\gotofiles\later\4.tsv,99,99,sent_99,99,Der_Brenner_hat,er,7,Subj,Proto-Ag,bekannt,['26-40'],26.0,,*->26-40,26.0,40.0,PersPron[26],,,,,Der Brenner,6,sich,1767,39,7,an dieser Stelle,183-1,183,1,15,17,Oblique[105],*[105],demNP[183],inanim,neu,Oblique,*,demNP,PersPron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_654,False,data\input\gotofiles\later\4.tsv,99,99,sent_99,99,Der_Brenner_hat,er,7,Subj,Proto-Ag,bekannt,['26-40'],26.0,,*->26-40,26.0,40.0,PersPron[26],,,,,Der Brenner,6,sich,1767,39,7,die Geduld,168-1,168,1,18,19,Subj[106],Proto-Pat[106],defNP[168],inanim,neu,Subj,Proto-Pat,defNP,PersPron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_654,False,data\input\gotofiles\later\4.tsv,99,99,sent_99,99,Der_Brenner_hat,er,7,Subj,Proto-Ag,bekannt,['26-40'],26.0,,*->26-40,26.0,40.0,PersPron[26],,,,,Der Brenner,6,sich,1767,39,7,er,26-42,26,42,23,23,Subj,Proto-Ag,PersPron[26],anim,bekannt,Subj,Proto-Ag,PersPron,PersPron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_654,False,data\input\gotofiles\later\4.tsv,99,99,sent_99,99,Der_Brenner_hat,er,7,Subj,Proto-Ag,bekannt,['26-40'],26.0,,*->26-40,26.0,40.0,PersPron[26],,,,,Der Brenner,6,sich,1767,39,7,dem rosaroten Chevrolet vom Johnny,155-1,155,1,25,29,indirObj[107],*[107],defNP[155],inanim,neu,indirObj,*,defNP,PersPron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_654,False,data\input\gotofiles\later\4.tsv,99,99,sent_99,99,Der_Brenner_hat,er,7,Subj,Proto-Ag,bekannt,['26-40'],26.0,,*->26-40,26.0,40.0,PersPron[26],,,,,Der Brenner,6,sich,1767,39,7,vom Johnny,94-38,94,38,28,29,indirObj[107]|Oblique[108],*[107]|*[108],defNP[94],anim,bekannt,indirObj|Oblique,*|*,defNP,PersPron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_654,False,data\input\gotofiles\later\4.tsv,99,99,sent_99,99,Der_Brenner_hat,ihm,13,indirObj,Proto-Ag,bekannt,['26-41'],26.0,,*->26-41,26.0,41.0,PersPron[26],,,,,er,6,sich,1773,40,7,Der Brenner,26-39,26,39,1,2,Subj[104],Proto-Ag[104],EN[26],anim,bekannt,Subj,Proto-Ag,EN,PersPron,indirObj,Proto-Ag
4.tsv,4,Chapter_4,global_654,False,data\input\gotofiles\later\4.tsv,99,99,sent_99,99,Der_Brenner_hat,ihm,13,indirObj,Proto-Ag,bekannt,['26-41'],26.0,,*->26-41,26.0,41.0,PersPron[26],,,,,er,6,sich,1773,40,7,er,26-40,26,40,7,7,Subj,Proto-Ag,PersPron[26],anim,bekannt,Subj,Proto-Ag,PersPron,PersPron,indirObj,Proto-Ag
4.tsv,4,Chapter_4,global_654,False,data\input\gotofiles\later\4.tsv,99,99,sent_99,99,Der_Brenner_hat,ihm,13,indirObj,Proto-Ag,bekannt,['26-41'],26.0,,*->26-41,26.0,41.0,PersPron[26],,,,,er,6,sich,1773,40,7,an dieser Stelle,183-1,183,1,15,17,Oblique[105],*[105],demNP[183],inanim,neu,Oblique,*,demNP,PersPron,indirObj,Proto-Ag
4.tsv,4,Chapter_4,global_654,False,data\input\gotofiles\later\4.tsv,99,99,sent_99,99,Der_Brenner_hat,ihm,13,indirObj,Proto-Ag,bekannt,['26-41'],26.0,,*->26-41,26.0,41.0,PersPron[26],,,,,er,6,sich,1773,40,7,die Geduld,168-1,168,1,18,19,Subj[106],Proto-Pat[106],defNP[168],inanim,neu,Subj,Proto-Pat,defNP,PersPron,indirObj,Proto-Ag
4.tsv,4,Chapter_4,global_654,False,data\input\gotofiles\later\4.tsv,99,99,sent_99,99,Der_Brenner_hat,ihm,13,indirObj,Proto-Ag,bekannt,['26-41'],26.0,,*->26-41,26.0,41.0,PersPron[26],,,,,er,6,sich,1773,40,7,er,26-42,26,42,23,23,Subj,Proto-Ag,PersPron[26],anim,bekannt,Subj,Proto-Ag,PersPron,PersPron,indirObj,Proto-Ag
4.tsv,4,Chapter_4,global_654,False,data\input\gotofiles\later\4.tsv,99,99,sent_99,99,Der_Brenner_hat,ihm,13,indirObj,Proto-Ag,bekannt,['26-41'],26.0,,*->26-41,26.0,41.0,PersPron[26],,,,,er,6,sich,1773,40,7,dem rosaroten Chevrolet vom Johnny,155-1,155,1,25,29,indirObj[107],*[107],defNP[155],inanim,neu,indirObj,*,defNP,PersPron,indirObj,Proto-Ag
4.tsv,4,Chapter_4,global_654,False,data\input\gotofiles\later\4.tsv,99,99,sent_99,99,Der_Brenner_hat,ihm,13,indirObj,Proto-Ag,bekannt,['26-41'],26.0,,*->26-41,26.0,41.0,PersPron[26],,,,,er,6,sich,1773,40,7,vom Johnny,94-38,94,38,28,29,indirObj[107]|Oblique[108],*[107]|*[108],defNP[94],anim,bekannt,indirObj|Oblique,*|*,defNP,PersPron,indirObj,Proto-Ag
4.tsv,4,Chapter_4,global_654,False,data\input\gotofiles\later\4.tsv,99,99,sent_99,99,Der_Brenner_hat,er,23,Subj,Proto-Ag,bekannt,['26-42'],26.0,,*->26-42,26.0,42.0,PersPron[26],,,,,ihm,10,sich,1783,41,7,Der Brenner,26-39,26,39,1,2,Subj[104],Proto-Ag[104],EN[26],anim,bekannt,Subj,Proto-Ag,EN,PersPron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_654,False,data\input\gotofiles\later\4.tsv,99,99,sent_99,99,Der_Brenner_hat,er,23,Subj,Proto-Ag,bekannt,['26-42'],26.0,,*->26-42,26.0,42.0,PersPron[26],,,,,ihm,10,sich,1783,41,7,er,26-40,26,40,7,7,Subj,Proto-Ag,PersPron[26],anim,bekannt,Subj,Proto-Ag,PersPron,PersPron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_654,False,data\input\gotofiles\later\4.tsv,99,99,sent_99,99,Der_Brenner_hat,er,23,Subj,Proto-Ag,bekannt,['26-42'],26.0,,*->26-42,26.0,42.0,PersPron[26],,,,,ihm,10,sich,1783,41,7,ihm,26-41,26,41,13,13,indirObj,Proto-Ag,PersPron[26],anim,bekannt,indirObj,Proto-Ag,PersPron,PersPron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_654,False,data\input\gotofiles\later\4.tsv,99,99,sent_99,99,Der_Brenner_hat,er,23,Subj,Proto-Ag,bekannt,['26-42'],26.0,,*->26-42,26.0,42.0,PersPron[26],,,,,ihm,10,sich,1783,41,7,an dieser Stelle,183-1,183,1,15,17,Oblique[105],*[105],demNP[183],inanim,neu,Oblique,*,demNP,PersPron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_654,False,data\input\gotofiles\later\4.tsv,99,99,sent_99,99,Der_Brenner_hat,er,23,Subj,Proto-Ag,bekannt,['26-42'],26.0,,*->26-42,26.0,42.0,PersPron[26],,,,,ihm,10,sich,1783,41,7,die Geduld,168-1,168,1,18,19,Subj[106],Proto-Pat[106],defNP[168],inanim,neu,Subj,Proto-Pat,defNP,PersPron,Subj,Proto-Ag
4.tsv,4,Chapter_4,global_654,False,data\input\gotofiles\later\4.tsv,99,99,sent_99,99,Der_Brenner_hat,er,23,Subj,Proto-Ag,bekannt,['26-42'],26.0,,*->26-42,26.0,42.0,PersPron[26],,,,,ihm,10,sich,1783,41,7,dem rosaroten Chevrolet vom Johnny,155-1,155,1,25,29,indirObj[107],*[107],defNP[155],inanim,neu,indirObj,*,defNP,PersPron,Subj,Proto-Ag
